job_id,title,company_profile,location,employment_type,salary_range,max_salary,fraudulent,Fraud_Label,trust_score,risk_level,missing_fields,scam_keyword_count,has_company,has_company_logo,is_wfh,salary_anomaly,description_length,Work_Type,Company_Status,Salary_Status
58,Online Data Entry – $80/hr,Anonymous,Remote,Temporary,403371-607875,607875,1,Fake,44,Medium Risk,1,2,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
59,Business Analyst,TCS,Bengaluru,Full-time,116412-166180,166180,0,Real,95,Low Risk,1,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
60,HR Specialist,HCL Technologies,Pune,Part-time,,0,0,Real,90,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
61,Data Analyst,Flipkart,Delhi,Temporary,33241-76785,76785,0,Real,95,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
62,Financial Analyst,Oracle India,Gurgaon,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,0,0,164,On-site,Has Company,Normal Salary
63,Unlimited Income Opportunity,,Anywhere,Temporary,190193-414138,414138,1,Fake,0,High Risk,3,5,0,0,1,1,153,Work From Home,No Company,High Salary (Suspicious)
64,Customer Support Agent,Amazon India,Delhi,Contract,76014-96117,96117,0,Real,95,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
65,Envelope Stuffing Job – High Pay,,Remote,Other,72686-236110,236110,1,Fake,0,High Risk,2,4,0,0,1,1,153,Work From Home,No Company,High Salary (Suspicious)
66,Easy Money – No Experience Needed,Anonymous,Online,Other,109773-275865,275865,1,Fake,23,High Risk,1,4,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
67,Marketing Manager,IBM India,Chennai,Full-time,62935-104364,104364,0,Real,100,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
68,Envelope Stuffing Job – High Pay,Anonymous,Anywhere,Temporary,360712-583080,583080,1,Fake,28,High Risk,1,4,1,0,1,1,153,Work From Home,Has Company,High Salary (Suspicious)
69,Product Manager,IBM India,Bengaluru,Full-time,,0,0,Real,90,Low Risk,2,0,1,1,0,0,194,On-site,Has Company,Normal Salary
70,Product Manager,IBM India,Pune,Contract,68885-115687,115687,0,Real,95,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
71,Financial Analyst,HCL Technologies,Noida,Temporary,92562-122897,122897,0,Real,95,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
72,Sales Executive,Microsoft India,Noida,Contract,119833-165182,165182,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
73,Business Analyst,Zomato,Kolkata,Temporary,74310-97966,97966,0,Real,95,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
74,HR Specialist,Wipro,Bengaluru,Contract,,0,0,Real,95,Low Risk,1,0,1,1,0,0,164,On-site,Has Company,Normal Salary
75,Marketing Manager,Flipkart,Delhi,Temporary,62610-112031,112031,0,Real,85,Low Risk,0,0,1,0,1,0,164,Work From Home,Has Company,Normal Salary
76,Financial Analyst,Swiggy,Mumbai,Temporary,30110-76812,76812,0,Real,90,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
77,Envelope Stuffing Job – High Pay,Anonymous,Anywhere,Temporary,123018-257938,257938,1,Fake,52,Medium Risk,1,1,1,0,1,1,156,Work From Home,Has Company,High Salary (Suspicious)
78,Financial Analyst,Infosys,Mumbai,Full-time,112067-152263,152263,0,Real,90,Low Risk,0,0,1,0,0,0,221,On-site,Has Company,Normal Salary
79,Project Manager,Wipro,Chennai,Full-time,,0,0,Real,90,Low Risk,2,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
80,Unlimited Income Opportunity,,Online,Other,164518-393268,393268,1,Fake,0,High Risk,3,3,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
81,Marketing Manager,Wipro,Gurgaon,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
82,HR Specialist,Infosys,Kolkata,Temporary,55733-71840,71840,0,Real,95,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
83,Marketing Manager,IBM India,Gurgaon,Temporary,111993-124360,124360,0,Real,95,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
84,Secret Shopper – $500/day,,Anywhere,Part-time,50576-199809,199809,1,Fake,3,High Risk,2,4,0,0,1,0,153,Work From Home,No Company,Normal Salary
85,Make Money Fast – Part Time,Anonymous,Online,Temporary,188523-463513,463513,1,Fake,31,High Risk,2,3,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
86,Operations Manager,Accenture,Mumbai,Temporary,58873-73699,73699,0,Real,95,Low Risk,0,0,1,1,0,0,221,On-site,Has Company,Normal Salary
87,Easy Money – No Experience Needed,,Online,Other,135643-296826,296826,1,Fake,0,High Risk,3,4,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
88,Software Engineer,IBM India,Noida,Part-time,99769-123935,123935,0,Real,85,Low Risk,0,0,1,0,0,0,194,On-site,Has Company,Normal Salary
89,Marketing Manager,IBM India,Noida,Full-time,98969-125271,125271,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
90,Make Money Fast – Part Time,Anonymous,Anywhere,Other,106097-318514,318514,1,Fake,5,High Risk,3,5,1,0,1,1,153,Work From Home,Has Company,High Salary (Suspicious)
91,Bitcoin Trading Expert Needed,Anonymous,Remote,Temporary,214927-319633,319633,1,Fake,21,High Risk,4,3,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
92,Be Your Own Boss – Immediate Hire,Anonymous,Online,Part-time,92867-337313,337313,1,Fake,10,High Risk,3,5,1,0,1,1,153,Work From Home,Has Company,High Salary (Suspicious)
93,Product Manager,HCL Technologies,Ahmedabad,Part-time,35164-81086,81086,0,Real,95,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
94,Software Engineer,Amazon India,Gurgaon,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
95,Online Data Entry – $80/hr,,Online,Part-time,79623-221169,221169,1,Fake,0,High Risk,2,3,0,0,1,1,135,Work From Home,No Company,High Salary (Suspicious)
96,Make Money Fast – Part Time,Anonymous,Work From Home,Part-time,90418-207193,207193,1,Fake,36,Medium Risk,1,3,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
97,UI/UX Designer,TCS,Gurgaon,Contract,111957-129186,129186,0,Real,90,Low Risk,0,0,1,0,1,0,275,Work From Home,Has Company,Normal Salary
98,Data Analyst,Accenture,Ahmedabad,Full-time,44570-63536,63536,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
99,Unlimited Income Opportunity,,Online,Part-time,59996-289741,289741,1,Fake,0,High Risk,3,4,0,0,1,1,135,Work From Home,No Company,High Salary (Suspicious)
100,Bitcoin Trading Expert Needed,,Remote,Other,93192-235881,235881,1,Fake,0,High Risk,2,4,0,0,1,1,135,Work From Home,No Company,High Salary (Suspicious)
101,Operations Manager,Oracle India,Bengaluru,Part-time,,0,0,Real,85,Low Risk,2,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
102,Business Analyst,Microsoft India,Chennai,Contract,,0,0,Real,95,Low Risk,1,0,1,1,0,0,275,On-site,Has Company,Normal Salary
103,HR Specialist,Microsoft India,Hyderabad,Part-time,46515-90624,90624,0,Real,85,Low Risk,0,0,1,0,0,0,194,On-site,Has Company,Normal Salary
104,Data Analyst,TCS,Kolkata,Full-time,86003-115543,115543,0,Real,100,Low Risk,0,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
105,Financial Analyst,Flipkart,Noida,Part-time,,0,0,Real,90,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
106,Business Analyst,Swiggy,Mumbai,Part-time,113556-155237,155237,0,Real,90,Low Risk,1,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
107,Project Manager,HDFC Bank,Hyderabad,Temporary,75908-114187,114187,0,Real,95,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
108,Business Analyst,Paytm,Hyderabad,Part-time,,0,0,Real,90,Low Risk,1,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
109,Financial Analyst,Oracle India,Gurgaon,Temporary,38226-59661,59661,0,Real,85,Low Risk,0,0,1,0,1,0,221,Work From Home,Has Company,Normal Salary
110,Marketing Manager,Accenture,Kolkata,Contract,41115-53955,53955,0,Real,95,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
111,DevOps Engineer,Wipro,Pune,Contract,,0,0,Real,95,Low Risk,1,0,1,1,0,0,275,On-site,Has Company,Normal Salary
112,Graphic Designer,Cognizant,Bengaluru,Temporary,51591-96365,96365,0,Real,95,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
113,Customer Support Agent,IBM India,Hyderabad,Contract,,0,0,Real,90,Low Risk,2,0,1,1,0,0,194,On-site,Has Company,Normal Salary
114,Online Data Entry – $80/hr,Anonymous,Online,Part-time,155963-297184,297184,1,Fake,31,High Risk,2,3,1,0,1,1,135,Work From Home,Has Company,High Salary (Suspicious)
115,Graphic Designer,Zomato,Noida,Full-time,88340-100328,100328,0,Real,100,Low Risk,0,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
116,Software Engineer,Flipkart,Delhi,Temporary,79327-118330,118330,0,Real,95,Low Risk,0,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
117,Project Manager,Infosys,Chennai,Temporary,67065-113964,113964,0,Real,95,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
118,Operations Manager,Infosys,Gurgaon,Contract,88566-138124,138124,0,Real,90,Low Risk,0,0,1,0,1,0,221,Work From Home,Has Company,Normal Salary
119,Sales Executive,Paytm,Chennai,Part-time,58369-107138,107138,0,Real,95,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
120,Work From Home – Earn $5000/week,Anonymous,Anywhere,Other,74453-128980,128980,1,Fake,46,Medium Risk,2,3,1,0,1,0,156,Work From Home,Has Company,Normal Salary
121,Be Your Own Boss – Immediate Hire,,Work From Home,Other,147993-270986,270986,1,Fake,0,High Risk,2,3,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
122,Data Analyst,Accenture,Pune,Temporary,116561-158365,158365,0,Real,95,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
123,Project Manager,Accenture,Pune,Contract,98749-145422,145422,0,Real,95,Low Risk,1,0,1,1,0,0,194,On-site,Has Company,Normal Salary
124,Data Analyst,Amazon India,Pune,Full-time,,0,0,Real,80,Low Risk,2,0,1,0,0,0,221,On-site,Has Company,Normal Salary
125,Business Analyst,HDFC Bank,Kolkata,Temporary,71079-102659,102659,0,Real,95,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
126,Urgent – Wire Transfer Specialist,,Anywhere,Temporary,74656-305101,305101,1,Fake,0,High Risk,3,4,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
127,Financial Analyst,Oracle India,Hyderabad,Temporary,41013-70349,70349,0,Real,90,Low Risk,1,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
128,Data Analyst,HCL Technologies,Bengaluru,Part-time,114998-162288,162288,0,Real,85,Low Risk,0,0,1,0,1,0,221,Work From Home,Has Company,Normal Salary
129,Business Analyst,Zomato,Chennai,Temporary,63277-94000,94000,0,Real,95,Low Risk,0,0,1,1,0,0,275,On-site,Has Company,Normal Salary
130,UI/UX Designer,Infosys,Kolkata,Part-time,,0,0,Real,90,Low Risk,1,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
131,Be Your Own Boss – Immediate Hire,,Remote,Other,173333-402400,402400,1,Fake,0,High Risk,3,2,0,0,1,1,156,Work From Home,No Company,High Salary (Suspicious)
132,Bitcoin Trading Expert Needed,,Work From Home,Other,101347-378281,378281,1,Fake,0,High Risk,2,3,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
133,Sales Executive,Infosys,Ahmedabad,Full-time,35225-67985,67985,0,Real,95,Low Risk,1,0,1,1,0,0,164,On-site,Has Company,Normal Salary
134,UI/UX Designer,Swiggy,Hyderabad,Part-time,55189-74770,74770,0,Real,90,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
135,UI/UX Designer,Infosys,Delhi,Temporary,,0,0,Real,90,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
136,UI/UX Designer,Cognizant,Bengaluru,Contract,50393-83643,83643,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
137,Work From Home – Earn $5000/week,Anonymous,Anywhere,Temporary,156395-314381,314381,1,Fake,28,High Risk,1,4,1,0,1,1,141,Work From Home,Has Company,High Salary (Suspicious)
138,Work From Home – Earn $5000/week,,Anywhere,Part-time,187071-480889,480889,1,Fake,0,High Risk,2,6,0,0,1,1,153,Work From Home,No Company,High Salary (Suspicious)
139,Envelope Stuffing Job – High Pay,,Remote,Part-time,116534-305748,305748,1,Fake,0,High Risk,2,2,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
140,Urgent – Wire Transfer Specialist,,Online,Other,104052-210620,210620,1,Fake,0,High Risk,4,4,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
141,Financial Analyst,HCL Technologies,Kolkata,Full-time,57085-80436,80436,0,Real,95,Low Risk,1,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
142,Marketing Manager,Amazon India,Delhi,Contract,,0,0,Real,85,Low Risk,1,0,1,0,0,0,221,On-site,Has Company,Normal Salary
143,Be Your Own Boss – Immediate Hire,,Online,Part-time,190786-444889,444889,1,Fake,0,High Risk,5,2,0,0,1,1,156,Work From Home,No Company,High Salary (Suspicious)
144,Data Analyst,Oracle India,Chennai,Contract,34010-65884,65884,0,Real,100,Low Risk,0,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
145,Work From Home – Earn $5000/week,,Remote,Other,134988-384078,384078,1,Fake,0,High Risk,2,4,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
146,HR Specialist,Accenture,Pune,Full-time,114393-127778,127778,0,Real,100,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
147,Data Analyst,Paytm,Mumbai,Part-time,47195-74889,74889,0,Real,85,Low Risk,0,0,1,0,0,0,164,On-site,Has Company,Normal Salary
148,Sales Executive,Flipkart,Gurgaon,Part-time,36470-80379,80379,0,Real,90,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
149,Operations Manager,Flipkart,Noida,Full-time,47875-83499,83499,0,Real,100,Low Risk,0,0,1,1,0,0,221,On-site,Has Company,Normal Salary
150,Content Writer,Flipkart,Noida,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
151,Work From Home – Earn $5000/week,Anonymous,Online,Other,436542-726962,726962,1,Fake,36,Medium Risk,0,3,1,0,1,1,156,Work From Home,Has Company,High Salary (Suspicious)
152,DevOps Engineer,IBM India,Chennai,Contract,107879-120463,120463,0,Real,100,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
153,Software Engineer,HDFC Bank,Hyderabad,Contract,36747-86166,86166,0,Real,100,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
154,Operations Manager,Oracle India,Noida,Temporary,81496-94287,94287,0,Real,90,Low Risk,1,0,1,1,0,0,164,On-site,Has Company,Normal Salary
155,Marketing Manager,Accenture,Mumbai,Full-time,,0,0,Real,95,Low Risk,1,0,1,1,0,0,164,On-site,Has Company,Normal Salary
156,Financial Analyst,,Noida,Part-time,65825-105352,105352,0,Real,45,Medium Risk,2,0,0,0,0,0,164,On-site,No Company,Normal Salary
157,UI/UX Designer,Infosys,Ahmedabad,Temporary,41146-88509,88509,0,Real,95,Low Risk,0,0,1,1,0,0,194,On-site,Has Company,Normal Salary
158,Be Your Own Boss – Immediate Hire,,Work From Home,Other,151424-407109,407109,1,Fake,0,High Risk,2,3,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
159,Customer Support Agent,Cognizant,Hyderabad,Full-time,52431-101846,101846,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
160,Envelope Stuffing Job – High Pay,,Anywhere,Other,191950-288570,288570,1,Fake,0,High Risk,3,1,0,0,1,1,156,Work From Home,No Company,High Salary (Suspicious)
161,Operations Manager,Swiggy,Noida,Part-time,113555-127639,127639,0,Real,95,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
162,Data Analyst,HDFC Bank,Chennai,Part-time,99827-143708,143708,0,Real,95,Low Risk,0,0,1,1,1,0,194,Work From Home,Has Company,Normal Salary
163,HR Specialist,Paytm,Chennai,Contract,69124-93860,93860,0,Real,95,Low Risk,1,0,1,1,1,0,164,Work From Home,Has Company,Normal Salary
164,Financial Analyst,TCS,Mumbai,Contract,67387-113749,113749,0,Real,100,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
165,Online Data Entry – $80/hr,Anonymous,Work From Home,Part-time,57513-109837,109837,1,Fake,46,Medium Risk,3,3,1,0,1,0,135,Work From Home,Has Company,Normal Salary
166,Customer Support Agent,Zomato,Pune,Full-time,66903-85973,85973,0,Real,100,Low Risk,0,0,1,1,0,0,164,On-site,Has Company,Normal Salary
167,Secret Shopper – $500/day,,Online,Temporary,159381-388790,388790,1,Fake,0,High Risk,3,3,0,0,1,1,135,Work From Home,No Company,High Salary (Suspicious)
168,Product Manager,Paytm,Delhi,Temporary,82748-101283,101283,0,Real,95,Low Risk,0,0,1,1,1,0,221,Work From Home,Has Company,Normal Salary
169,HR Specialist,Infosys,Chennai,Temporary,114454-139603,139603,0,Real,95,Low Risk,0,0,1,1,1,0,275,Work From Home,Has Company,Normal Salary
170,Urgent – Wire Transfer Specialist,,Work From Home,Part-time,122197-299576,299576,1,Fake,0,High Risk,2,4,0,0,1,1,141,Work From Home,No Company,High Salary (Suspicious)
171,Business Analyst,Zomato,Gurgaon,Part-time,40255-61595,61595,0,Real,85,Low Risk,0,0,1,0,0,0,194,On-site,Has Company,Normal Salary
172,HR Specialist,HCL Technologies,Gurgaon,Part-time,,0,0,Real,90,Low Risk,1,0,1,1,0,0,221,On-site,Has Company,Normal Salary
